,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller
,Mixed / non conventional,13.00,7.00,11.50,5.50,0.64,0.00,229.197,2313.777,6.43,0,,1/28/2024 5:25:37 PM,0
,Mixed / non conventional,13.00,7.00,5.50,14.50,0.72,0.00,-283.285,2313.777,-5.89,0,,1/28/2024 5:25:37 PM,0
,Mixed / non conventional,13.00,7.00,14.50,4.00,0.80,0.00,221.272,2313.777,8.32,0,,1/28/2024 5:25:37 PM,0
,Mixed / non conventional,13.00,7.00,4.00,16.00,0.96,0.00,-157.199,2313.777,-14.14,0,,1/28/2024 5:25:37 PM,0
,Mixed / non conventional,13.00,7.00,16.00,2.50,1.01,0.00,129.971,2313.777,17.99,0,,1/28/2024 5:25:37 PM,0
,Mixed / non conventional,13.00,7.00,2.50,17.50,1.06,0.00,-98.948,2313.777,-24.74,0,,1/28/2024 5:25:37 PM,0
,Mixed / non conventional,13.00,7.00,17.50,1.00,1.09,0.00,84.700,2313.777,29.87,0,,1/28/2024 5:25:37 PM,0
,Mixed / non conventional,13.00,7.00,1.00,19.00,1.15,0.00,-70.287,2313.777,-37.70,0,,1/28/2024 5:25:37 PM,0
,Mixed / non conventional,14.00,8.00,11.00,9.50,0.82,0.00,138.578,2380.470,14.14,0,,1/28/2024 5:25:39 PM,0
,Mixed / non conventional,14.00,8.00,9.50,12.50,0.67,0.00,-226.838,2380.470,-7.07,0,,1/28/2024 5:25:39 PM,0
,Mixed / non conventional,14.00,8.00,12.50,6.50,0.62,0.00,228.410,2380.470,6.43,0,,1/28/2024 5:25:39 PM,0
,Mixed / non conventional,14.00,8.00,6.50,15.50,0.70,0.00,-282.646,2380.470,-5.89,0,,1/28/2024 5:25:39 PM,0
,Mixed / non conventional,14.00,8.00,15.50,5.00,0.77,0.00,220.113,2380.470,8.32,0,,1/28/2024 5:25:39 PM,0
,Mixed / non conventional,14.00,8.00,5.00,17.00,0.93,0.00,-157.176,2380.470,-14.14,0,,1/28/2024 5:25:39 PM,0
,Mixed / non conventional,14.00,8.00,17.00,3.50,0.98,0.00,129.513,2380.470,17.99,0,,1/28/2024 5:25:39 PM,0
,Mixed / non conventional,14.00,8.00,3.50,18.50,1.02,0.00,-98.486,2380.470,-24.74,0,,1/28/2024 5:25:39 PM,0
,Mixed / non conventional,14.00,8.00,18.50,2.00,1.05,0.00,83.971,2380.470,29.87,0,,1/28/2024 5:25:39 PM,0
,Mixed / non conventional,14.00,8.00,2.00,20.00,1.11,0.00,-69.939,2380.470,-37.70,0,,1/28/2024 5:25:39 PM,0
,Mixed / non conventional,15.00,9.00,12.00,10.50,1.08,0.00,180.990,2370.581,14.14,0,,1/28/2024 5:25:42 PM,0
,Mixed / non conventional,15.00,9.00,10.50,13.50,0.80,0.00,-267.032,2370.581,-7.07,0,,1/28/2024 5:25:42 PM,0
,Mixed / non conventional,15.00,9.00,13.50,7.50,0.61,0.00,223.817,2370.581,6.43,0,,1/28/2024 5:25:42 PM,0
,Mixed / non conventional,15.00,9.00,7.50,16.50,0.68,0.00,-274.603,2370.581,-5.89,0,,1/28/2024 5:25:42 PM,0
,Mixed / non conventional,15.00,9.00,16.50,6.00,0.75,0.00,213.393,2370.581,8.32,0,,1/28/2024 5:25:42 PM,0
,Mixed / non conventional,15.00,9.00,6.00,18.00,0.91,0.00,-152.968,2370.581,-14.14,0,,1/28/2024 5:25:42 PM,0
,Mixed / non conventional,15.00,9.00,18.00,4.50,0.96,0.00,125.863,2370.581,17.99,0,,1/28/2024 5:25:42 PM,0
,Mixed / non conventional,15.00,9.00,4.50,19.50,1.01,0.00,-96.569,2370.581,-24.74,0,,1/28/2024 5:25:42 PM,0
,Mixed / non conventional,15.00,9.00,19.50,3.00,1.03,0.00,82.125,2370.581,29.87,0,,1/28/2024 5:25:42 PM,0
,Mixed / non conventional,15.00,9.00,3.00,21.00,1.09,0.00,-68.842,2370.581,-37.70,0,,1/28/2024 5:25:42 PM,0
,Mixed / non conventional,16.00,10.00,13.00,11.50,0.94,0.00,158.897,2383.152,14.14,0,,1/28/2024 5:25:44 PM,0
,Mixed / non conventional,16.00,10.00,11.50,14.50,0.73,0.00,-246.878,2383.152,-7.07,0,,1/28/2024 5:25:44 PM,0
,Mixed / non conventional,16.00,10.00,14.50,8.50,0.62,0.00,229.393,2383.152,6.43,0,,1/28/2024 5:25:44 PM,0
,Mixed / non conventional,16.00,10.00,8.50,17.50,0.70,0.00,-281.825,2383.152,-5.89,0,,1/28/2024 5:25:44 PM,0
,Mixed / non conventional,16.00,10.00,17.50,7.00,0.76,0.00,218.720,2383.152,8.32,0,,1/28/2024 5:25:44 PM,0
,Mixed / non conventional,16.00,10.00,7.00,19.00,0.93,0.00,-156.317,2383.152,-14.14,0,,1/28/2024 5:25:44 PM,0
,Mixed / non conventional,16.00,10.00,19.00,5.50,0.97,0.00,128.358,2383.152,17.99,0,,1/28/2024 5:25:44 PM,0
,Mixed / non conventional,16.00,10.00,5.50,20.50,1.02,0.00,-98.534,2383.152,-24.74,0,,1/28/2024 5:25:44 PM,0
,Mixed / non conventional,16.00,10.00,20.50,4.00,1.05,0.00,83.646,2383.152,29.87,0,,1/28/2024 5:25:44 PM,0
,Mixed / non conventional,16.00,10.00,4.00,22.00,1.11,0.00,-69.934,2383.152,-37.70,0,,1/28/2024 5:25:44 PM,0
,Mixed / non conventional,17.00,11.00,14.00,12.50,0.88,0.00,146.151,2356.282,14.14,0,,1/28/2024 5:25:47 PM,0
,Mixed / non conventional,17.00,11.00,12.50,15.50,0.71,0.00,-237.537,2356.282,-7.07,0,,1/28/2024 5:25:47 PM,0
,Mixed / non conventional,17.00,11.00,15.50,9.50,0.65,0.00,236.586,2356.282,6.43,0,,1/28/2024 5:25:47 PM,0
,Mixed / non conventional,17.00,11.00,9.50,18.50,0.73,0.00,-290.588,2356.282,-5.89,0,,1/28/2024 5:25:47 PM,0
,Mixed / non conventional,17.00,11.00,18.50,8.00,0.80,0.00,225.598,2356.282,8.32,0,,1/28/2024 5:25:47 PM,0
,Mixed / non conventional,17.00,11.00,8.00,20.00,0.96,0.00,-160.562,2356.282,-14.14,0,,1/28/2024 5:25:47 PM,0
,Mixed / non conventional,17.00,11.00,20.00,6.50,1.01,0.00,131.731,2356.282,17.99,0,,1/28/2024 5:25:47 PM,0
,Mixed / non conventional,17.00,11.00,6.50,21.50,1.05,0.00,-100.160,2356.282,-24.74,0,,1/28/2024 5:25:47 PM,0
,Mixed / non conventional,17.00,11.00,21.50,5.00,1.08,0.00,84.953,2356.282,29.87,0,,1/28/2024 5:25:47 PM,0
,Mixed / non conventional,17.00,11.00,5.00,23.00,1.13,0.00,-70.745,2356.282,-37.70,0,,1/28/2024 5:25:47 PM,0
,Mixed / non conventional,18.00,12.00,15.00,13.50,1.21,0.00,200.541,2347.920,14.14,0,,1/28/2024 5:25:49 PM,0
,Mixed / non conventional,18.00,12.00,13.50,16.50,0.88,0.00,-292.410,2347.920,-7.07,0,,1/28/2024 5:25:49 PM,0
,Mixed / non conventional,18.00,12.00,16.50,10.50,0.64,0.00,234.135,2347.920,6.43,0,,1/28/2024 5:25:49 PM,0
,Mixed / non conventional,18.00,12.00,10.50,19.50,0.72,0.00,-287.292,2347.920,-5.89,0,,1/28/2024 5:25:49 PM,0
,Mixed / non conventional,18.00,12.00,19.50,9.00,0.79,0.00,223.643,2347.920,8.32,0,,1/28/2024 5:25:49 PM,0
,Mixed / non conventional,18.00,12.00,9.00,21.00,0.96,0.00,-159.413,2347.920,-14.14,0,,1/28/2024 5:25:49 PM,0
,Mixed / non conventional,18.00,12.00,21.00,7.50,1.00,0.00,130.824,2347.920,17.99,0,,1/28/2024 5:25:49 PM,0
,Mixed / non conventional,18.00,12.00,7.50,22.50,1.05,0.00,-99.287,2347.920,-24.74,0,,1/28/2024 5:25:49 PM,0
,Mixed / non conventional,18.00,12.00,22.50,6.00,1.07,0.00,84.133,2347.920,29.87,0,,1/28/2024 5:25:49 PM,0
,Mixed / non conventional,18.00,12.00,6.00,24.00,1.12,0.00,-69.977,2347.920,-37.70,0,,1/28/2024 5:25:49 PM,0
,Mixed / non conventional,19.00,13.00,16.00,14.50,1.14,0.00,191.924,2371.313,14.14,0,,1/28/2024 5:25:51 PM,0
,Mixed / non conventional,19.00,13.00,14.50,17.50,0.83,0.00,-279.750,2371.313,-7.07,0,,1/28/2024 5:25:51 PM,0
,Mixed / non conventional,19.00,13.00,17.50,11.50,0.61,0.00,226.216,2371.313,6.43,0,,1/28/2024 5:25:51 PM,0
,Mixed / non conventional,19.00,13.00,11.50,20.50,0.68,0.00,-275.452,2371.313,-5.89,0,,1/28/2024 5:25:51 PM,0
,Mixed / non conventional,19.00,13.00,20.50,10.00,0.75,0.00,213.259,2371.313,8.32,0,,1/28/2024 5:25:51 PM,0
,Mixed / non conventional,19.00,13.00,10.00,22.00,0.91,0.00,-153.064,2371.313,-14.14,0,,1/28/2024 5:25:51 PM,0
,Mixed / non conventional,19.00,13.00,22.00,8.50,0.95,0.00,125.744,2371.313,17.99,0,,1/28/2024 5:25:51 PM,0
,Mixed / non conventional,19.00,13.00,8.50,23.50,1.00,0.00,-96.140,2371.313,-24.74,0,,1/28/2024 5:25:51 PM,0
,Mixed / non conventional,19.00,13.00,23.50,7.00,1.03,0.00,81.491,2371.313,29.87,0,,1/28/2024 5:25:51 PM,0
,Mixed / non conventional,19.00,13.00,7.00,25.00,1.09,0.00,-68.393,2371.313,-37.70,0,,1/28/2024 5:25:51 PM,0
,Mixed / non conventional,20.00,14.00,17.00,15.50,1.13,0.00,191.438,2397.555,14.14,0,,1/28/2024 5:25:54 PM,0
,Mixed / non conventional,20.00,14.00,15.50,18.50,0.82,0.00,-277.159,2397.555,-7.07,0,,1/28/2024 5:25:54 PM,0
,Mixed / non conventional,20.00,14.00,18.50,12.50,0.60,0.00,222.991,2397.555,6.43,0,,1/28/2024 5:25:54 PM,0
,Mixed / non conventional,20.00,14.00,12.50,21.50,0.67,0.00,-271.021,2397.555,-5.89,0,,1/28/2024 5:25:54 PM,0
,Mixed / non conventional,20.00,14.00,21.50,11.00,0.73,0.00,209.124,2397.555,8.32,0,,1/28/2024 5:25:54 PM,0
,Mixed / non conventional,20.00,14.00,11.00,23.00,0.89,0.00,-151.547,2397.555,-14.14,0,,1/28/2024 5:25:54 PM,0
,Mixed / non conventional,20.00,14.00,23.00,9.50,0.93,0.00,124.514,2397.555,17.99,0,,1/28/2024 5:25:54 PM,0
,Mixed / non conventional,20.00,14.00,9.50,24.50,0.99,0.00,-96.039,2397.555,-24.74,0,,1/28/2024 5:25:54 PM,0
,Mixed / non conventional,20.00,14.00,24.50,8.00,1.01,0.00,81.391,2397.555,29.87,0,,1/28/2024 5:25:54 PM,0
,Mixed / non conventional,20.00,14.00,8.00,26.00,1.08,0.00,-68.684,2397.555,-37.70,0,,1/28/2024 5:25:54 PM,0
,Mixed / non conventional,21.00,15.00,18.00,16.50,0.77,0.00,129.285,2375.636,14.14,0,,1/28/2024 5:25:56 PM,0
,Mixed / non conventional,21.00,15.00,16.50,19.50,0.63,0.00,-212.927,2375.636,-7.07,0,,1/28/2024 5:25:56 PM,0
,Mixed / non conventional,21.00,15.00,19.50,13.50,0.60,0.00,221.346,2375.636,6.43,0,,1/28/2024 5:25:56 PM,0
,Mixed / non conventional,21.00,15.00,13.50,22.50,0.68,0.00,-272.490,2375.636,-5.89,0,,1/28/2024 5:25:56 PM,0
,Mixed / non conventional,21.00,15.00,22.50,12.00,0.74,0.00,211.179,2375.636,8.32,0,,1/28/2024 5:25:56 PM,0
,Mixed / non conventional,21.00,15.00,12.00,24.00,0.91,0.00,-152.467,2375.636,-14.14,0,,1/28/2024 5:25:56 PM,0
,Mixed / non conventional,21.00,15.00,24.00,10.50,0.95,0.00,125.081,2375.636,17.99,0,,1/28/2024 5:25:56 PM,0
,Mixed / non conventional,21.00,15.00,10.50,25.50,1.01,0.00,-96.669,2375.636,-24.74,0,,1/28/2024 5:25:56 PM,0
,Mixed / non conventional,21.00,15.00,25.50,9.00,1.03,0.00,82.082,2375.636,29.87,0,,1/28/2024 5:25:56 PM,0
,Mixed / non conventional,21.00,15.00,9.00,27.00,1.10,0.00,-69.133,2375.636,-37.70,0,,1/28/2024 5:25:56 PM,0
,Mixed / non conventional,22.00,16.00,19.00,17.50,0.84,0.00,141.668,2395.723,14.14,0,,1/28/2024 5:25:58 PM,0
,Mixed / non conventional,22.00,16.00,17.50,20.50,0.68,0.00,-231.684,2395.723,-7.07,0,,1/28/2024 5:25:58 PM,0
,Mixed / non conventional,22.00,16.00,20.50,14.50,0.62,0.00,232.494,2395.723,6.43,0,,1/28/2024 5:25:58 PM,0
,Mixed / non conventional,22.00,16.00,14.50,23.50,0.70,0.00,-285.064,2395.723,-5.89,0,,1/28/2024 5:25:58 PM,0
,Mixed / non conventional,22.00,16.00,23.50,13.00,0.77,0.00,221.506,2395.723,8.32,0,,1/28/2024 5:25:58 PM,0
,Mixed / non conventional,22.00,16.00,13.00,25.00,0.94,0.00,-158.573,2395.723,-14.14,0,,1/28/2024 5:25:58 PM,0
,Mixed / non conventional,22.00,16.00,25.00,11.50,0.98,0.00,130.529,2395.723,17.99,0,,1/28/2024 5:25:58 PM,0
,Mixed / non conventional,22.00,16.00,11.50,26.50,1.03,0.00,-100.193,2395.723,-24.74,0,,1/28/2024 5:25:58 PM,0
,Mixed / non conventional,22.00,16.00,26.50,10.00,1.07,0.00,85.468,2395.723,29.87,0,,1/28/2024 5:25:58 PM,0
,Mixed / non conventional,22.00,16.00,10.00,28.00,1.12,0.00,-71.274,2395.723,-37.70,0,,1/28/2024 5:25:58 PM,0
,Mixed / non conventional,23.00,17.00,20.00,18.50,1.15,0.00,189.263,2331.174,14.14,0,,1/28/2024 5:26:01 PM,0
,Mixed / non conventional,23.00,17.00,18.50,21.50,0.85,0.00,-280.265,2331.174,-7.07,0,,1/28/2024 5:26:01 PM,0
,Mixed / non conventional,23.00,17.00,21.50,15.50,0.65,0.00,234.259,2331.174,6.43,0,,1/28/2024 5:26:01 PM,0
,Mixed / non conventional,23.00,17.00,15.50,24.50,0.73,0.00,-287.029,2331.174,-5.89,0,,1/28/2024 5:26:01 PM,0
,Mixed / non conventional,23.00,17.00,24.50,14.00,0.80,0.00,223.371,2331.174,8.32,0,,1/28/2024 5:26:01 PM,0
,Mixed / non conventional,23.00,17.00,14.00,26.00,0.97,0.00,-159.561,2331.174,-14.14,0,,1/28/2024 5:26:01 PM,0
,Mixed / non conventional,23.00,17.00,26.00,12.50,1.01,0.00,131.459,2331.174,17.99,0,,1/28/2024 5:26:01 PM,0
,Mixed / non conventional,23.00,17.00,12.50,27.50,1.07,0.00,-100.451,2331.174,-24.74,0,,1/28/2024 5:26:01 PM,0
,Mixed / non conventional,23.00,17.00,27.50,11.00,1.10,0.00,85.525,2331.174,29.87,0,,1/28/2024 5:26:01 PM,0
,Mixed / non conventional,23.00,17.00,11.00,29.00,1.15,0.00,-71.217,2331.174,-37.70,0,,1/28/2024 5:26:01 PM,0
,Mixed / non conventional,24.00,18.00,21.00,19.50,1.08,0.00,182.730,2393.309,14.14,0,,1/28/2024 5:26:03 PM,0
,Mixed / non conventional,24.00,18.00,19.50,22.50,0.80,0.00,-271.454,2393.309,-7.07,0,,1/28/2024 5:26:03 PM,0
,Mixed / non conventional,24.00,18.00,22.50,16.50,0.62,0.00,229.517,2393.309,6.43,0,,1/28/2024 5:26:03 PM,0
,Mixed / non conventional,24.00,18.00,16.50,25.50,0.69,0.00,-280.723,2393.309,-5.89,0,,1/28/2024 5:26:03 PM,0
,Mixed / non conventional,24.00,18.00,25.50,15.00,0.76,0.00,217.404,2393.309,8.32,0,,1/28/2024 5:26:03 PM,0
,Mixed / non conventional,24.00,18.00,15.00,27.00,0.92,0.00,-155.301,2393.309,-14.14,0,,1/28/2024 5:26:03 PM,0
,Mixed / non conventional,24.00,18.00,27.00,13.50,0.96,0.00,127.805,2393.309,17.99,0,,1/28/2024 5:26:03 PM,0
,Mixed / non conventional,24.00,18.00,13.50,28.50,1.01,0.00,-98.014,2393.309,-24.74,0,,1/28/2024 5:26:03 PM,0
,Mixed / non conventional,24.00,18.00,28.50,12.00,1.04,0.00,83.475,2393.309,29.87,0,,1/28/2024 5:26:03 PM,0
,Mixed / non conventional,24.00,18.00,12.00,30.00,1.10,0.00,-69.838,2393.309,-37.70,0,,1/28/2024 5:26:03 PM,0
,Mixed / non conventional,25.00,19.00,22.00,20.50,1.10,0.00,184.576,2371.857,14.14,0,,1/28/2024 5:26:06 PM,0
,Mixed / non conventional,25.00,19.00,20.50,23.50,0.81,0.00,-271.082,2371.857,-7.07,0,,1/28/2024 5:26:06 PM,0
,Mixed / non conventional,25.00,19.00,23.50,17.50,0.61,0.00,226.102,2371.857,6.43,0,,1/28/2024 5:26:06 PM,0
,Mixed / non conventional,25.00,19.00,17.50,26.50,0.69,0.00,-277.761,2371.857,-5.89,0,,1/28/2024 5:26:06 PM,0
,Mixed / non conventional,25.00,19.00,26.50,16.00,0.75,0.00,214.938,2371.857,8.32,0,,1/28/2024 5:26:06 PM,0
,Mixed / non conventional,25.00,19.00,16.00,28.00,0.92,0.00,-153.598,2371.857,-14.14,0,,1/28/2024 5:26:06 PM,0
,Mixed / non conventional,25.00,19.00,28.00,14.50,0.96,0.00,126.069,2371.857,17.99,0,,1/28/2024 5:26:06 PM,0
,Mixed / non conventional,25.00,19.00,14.50,29.50,1.01,0.00,-96.669,2371.857,-24.74,0,,1/28/2024 5:26:06 PM,0
,Mixed / non conventional,25.00,19.00,29.50,13.00,1.04,0.00,82.402,2371.857,29.87,0,,1/28/2024 5:26:06 PM,0
,Mixed / non conventional,25.00,19.00,13.00,31.00,1.10,0.00,-68.913,2371.857,-37.70,0,,1/28/2024 5:26:06 PM,0
,Mixed / non conventional,26.00,20.00,23.00,21.50,1.12,0.00,186.097,2343.386,14.14,0,,1/28/2024 5:26:08 PM,0
,Mixed / non conventional,26.00,20.00,21.50,24.50,0.82,0.00,-271.593,2343.386,-7.07,0,,1/28/2024 5:26:08 PM,0
,Mixed / non conventional,26.00,20.00,24.50,18.50,0.61,0.00,222.300,2343.386,6.43,0,,1/28/2024 5:26:08 PM,0
,Mixed / non conventional,26.00,20.00,18.50,27.50,0.69,0.00,-273.950,2343.386,-5.89,0,,1/28/2024 5:26:08 PM,0
,Mixed / non conventional,26.00,20.00,27.50,17.00,0.75,0.00,212.400,2343.386,8.32,0,,1/28/2024 5:26:08 PM,0
,Mixed / non conventional,26.00,20.00,17.00,29.00,0.91,0.00,-151.380,2343.386,-14.14,0,,1/28/2024 5:26:08 PM,0
,Mixed / non conventional,26.00,20.00,29.00,15.50,0.95,0.00,124.266,2343.386,17.99,0,,1/28/2024 5:26:08 PM,0
,Mixed / non conventional,26.00,20.00,15.50,30.50,1.00,0.00,-94.857,2343.386,-24.74,0,,1/28/2024 5:26:08 PM,0
,Mixed / non conventional,26.00,20.00,30.50,14.00,1.03,0.00,80.862,2343.386,29.87,0,,1/28/2024 5:26:08 PM,0
,Mixed / non conventional,26.00,20.00,14.00,32.00,1.08,0.00,-67.287,2343.386,-37.70,0,,1/28/2024 5:26:08 PM,0
,Mixed / non conventional,27.00,21.00,24.00,22.50,0.76,0.00,126.233,2349.374,14.14,0,,1/28/2024 5:26:10 PM,0
,Mixed / non conventional,27.00,21.00,22.50,25.50,0.64,0.00,-212.889,2349.374,-7.07,0,,1/28/2024 5:26:10 PM,0
,Mixed / non conventional,27.00,21.00,25.50,19.50,0.61,0.00,224.337,2349.374,6.43,0,,1/28/2024 5:26:10 PM,0
,Mixed / non conventional,27.00,21.00,19.50,28.50,0.70,0.00,-277.508,2349.374,-5.89,0,,1/28/2024 5:26:10 PM,0
,Mixed / non conventional,27.00,21.00,28.50,18.00,0.76,0.00,216.102,2349.374,8.32,0,,1/28/2024 5:26:10 PM,0
,Mixed / non conventional,27.00,21.00,18.00,30.00,0.93,0.00,-153.822,2349.374,-14.14,0,,1/28/2024 5:26:10 PM,0
,Mixed / non conventional,27.00,21.00,30.00,16.50,0.97,0.00,126.651,2349.374,17.99,0,,1/28/2024 5:26:10 PM,0
,Mixed / non conventional,27.00,21.00,16.50,31.50,1.02,0.00,-96.564,2349.374,-24.74,0,,1/28/2024 5:26:10 PM,0
,Mixed / non conventional,27.00,21.00,31.50,15.00,1.05,0.00,82.278,2349.374,29.87,0,,1/28/2024 5:26:10 PM,0
,Mixed / non conventional,27.00,21.00,15.00,33.00,1.10,0.00,-68.403,2349.374,-37.70,0,,1/28/2024 5:26:10 PM,0
,Mixed / non conventional,28.00,22.00,25.00,23.50,0.77,0.00,129.723,2385.111,14.14,0,,1/28/2024 5:26:13 PM,0
,Mixed / non conventional,28.00,22.00,23.50,26.50,0.65,0.00,-220.588,2385.111,-7.07,0,,1/28/2024 5:26:13 PM,0
,Mixed / non conventional,28.00,22.00,26.50,20.50,0.63,0.00,232.150,2385.111,6.43,0,,1/28/2024 5:26:13 PM,0
,Mixed / non conventional,28.00,22.00,20.50,29.50,0.70,0.00,-284.544,2385.111,-5.89,0,,1/28/2024 5:26:13 PM,0
,Mixed / non conventional,28.00,22.00,29.50,19.00,0.77,0.00,220.643,2385.111,8.32,0,,1/28/2024 5:26:13 PM,0
,Mixed / non conventional,28.00,22.00,19.00,31.00,0.93,0.00,-156.212,2385.111,-14.14,0,,1/28/2024 5:26:13 PM,0
,Mixed / non conventional,28.00,22.00,31.00,17.50,0.97,0.00,128.172,2385.111,17.99,0,,1/28/2024 5:26:13 PM,0
,Mixed / non conventional,28.00,22.00,17.50,32.50,1.01,0.00,-97.413,2385.111,-24.74,0,,1/28/2024 5:26:13 PM,0
,Mixed / non conventional,28.00,22.00,32.50,16.00,1.04,0.00,82.745,2385.111,29.87,0,,1/28/2024 5:26:13 PM,0
,Mixed / non conventional,28.00,22.00,16.00,34.00,1.09,0.00,-68.861,2385.111,-37.70,0,,1/28/2024 5:26:13 PM,0
,Mixed / non conventional,29.00,23.00,26.00,24.50,0.91,0.00,152.841,2377.090,14.14,0,,1/28/2024 5:26:15 PM,0
,Mixed / non conventional,29.00,23.00,24.50,27.50,0.72,0.00,-241.998,2377.090,-7.07,0,,1/28/2024 5:26:15 PM,0
,Mixed / non conventional,29.00,23.00,27.50,21.50,0.62,0.00,229.536,2377.090,6.43,0,,1/28/2024 5:26:15 PM,0
,Mixed / non conventional,29.00,23.00,21.50,30.50,0.70,0.00,-280.628,2377.090,-5.89,0,,1/28/2024 5:26:15 PM,0
,Mixed / non conventional,29.00,23.00,30.50,20.00,0.76,0.00,217.824,2377.090,8.32,0,,1/28/2024 5:26:15 PM,0
,Mixed / non conventional,29.00,23.00,20.00,32.00,0.92,0.00,-155.220,2377.090,-14.14,0,,1/28/2024 5:26:15 PM,0
,Mixed / non conventional,29.00,23.00,32.00,18.50,0.96,0.00,127.447,2377.090,17.99,0,,1/28/2024 5:26:15 PM,0
,Mixed / non conventional,29.00,23.00,18.50,33.50,1.01,0.00,-97.494,2377.090,-24.74,0,,1/28/2024 5:26:15 PM,0
,Mixed / non conventional,29.00,23.00,33.50,17.00,1.04,0.00,82.659,2377.090,29.87,0,,1/28/2024 5:26:15 PM,0
,Mixed / non conventional,29.00,23.00,17.00,35.00,1.09,0.00,-69.023,2377.090,-37.70,0,,1/28/2024 5:26:15 PM,0
,Mixed / non conventional,30.00,24.00,27.00,25.50,0.83,0.00,140.386,2385.462,14.14,0,,1/28/2024 5:26:17 PM,0
,Mixed / non conventional,30.00,24.00,25.50,28.50,0.68,0.00,-229.232,2385.462,-7.07,0,,1/28/2024 5:26:17 PM,0
,Mixed / non conventional,30.00,24.00,28.50,22.50,0.62,0.00,229.379,2385.462,6.43,0,,1/28/2024 5:26:17 PM,0
,Mixed / non conventional,30.00,24.00,22.50,31.50,0.69,0.00,-279.936,2385.462,-5.89,0,,1/28/2024 5:26:17 PM,0
,Mixed / non conventional,30.00,24.00,31.50,21.00,0.76,0.00,216.770,2385.462,8.32,0,,1/28/2024 5:26:17 PM,0
,Mixed / non conventional,30.00,24.00,21.00,33.00,0.91,0.00,-154.313,2385.462,-14.14,0,,1/28/2024 5:26:17 PM,0
,Mixed / non conventional,30.00,24.00,33.00,19.50,0.96,0.00,126.770,2385.462,17.99,0,,1/28/2024 5:26:17 PM,0
,Mixed / non conventional,30.00,24.00,19.50,34.50,1.01,0.00,-97.399,2385.462,-24.74,0,,1/28/2024 5:26:17 PM,0
,Mixed / non conventional,30.00,24.00,34.50,18.00,1.03,0.00,82.588,2385.462,29.87,0,,1/28/2024 5:26:17 PM,0
,Mixed / non conventional,30.00,24.00,18.00,36.00,1.10,0.00,-69.347,2385.462,-37.70,0,,1/28/2024 5:26:17 PM,0
,Mixed / non conventional,31.00,25.00,28.00,26.50,1.01,0.00,169.240,2376.679,14.14,0,,1/28/2024 5:26:20 PM,0
,Mixed / non conventional,31.00,25.00,26.50,29.50,0.76,0.00,-257.201,2376.679,-7.07,0,,1/28/2024 5:26:20 PM,0
,Mixed / non conventional,31.00,25.00,29.50,23.50,0.61,0.00,225.272,2376.679,6.43,0,,1/28/2024 5:26:20 PM,0
,Mixed / non conventional,31.00,25.00,23.50,32.50,0.68,0.00,-275.295,2376.679,-5.89,0,,1/28/2024 5:26:20 PM,0
,Mixed / non conventional,31.00,25.00,32.50,22.00,0.75,0.00,213.827,2376.679,8.32,0,,1/28/2024 5:26:20 PM,0
,Mixed / non conventional,31.00,25.00,22.00,34.00,0.91,0.00,-152.682,2376.679,-14.14,0,,1/28/2024 5:26:20 PM,0
,Mixed / non conventional,31.00,25.00,34.00,20.50,0.95,0.00,125.873,2376.679,17.99,0,,1/28/2024 5:26:20 PM,0
,Mixed / non conventional,31.00,25.00,20.50,35.50,1.01,0.00,-97.284,2376.679,-24.74,0,,1/28/2024 5:26:20 PM,0
,Mixed / non conventional,31.00,25.00,35.50,19.00,1.04,0.00,82.950,2376.679,29.87,0,,1/28/2024 5:26:20 PM,0
,Mixed / non conventional,31.00,25.00,19.00,37.00,1.10,0.00,-69.638,2376.679,-37.70,0,,1/28/2024 5:26:20 PM,0
,Mixed / non conventional,32.00,26.00,29.00,27.50,1.24,0.00,208.581,2383.151,14.14,0,,1/28/2024 5:26:22 PM,0
,Mixed / non conventional,32.00,26.00,27.50,30.50,0.89,0.00,-298.755,2383.151,-7.07,0,,1/28/2024 5:26:22 PM,0
,Mixed / non conventional,32.00,26.00,30.50,24.50,0.62,0.00,231.540,2383.151,6.43,0,,1/28/2024 5:26:22 PM,0
,Mixed / non conventional,32.00,26.00,24.50,33.50,0.70,0.00,-283.089,2383.151,-5.89,0,,1/28/2024 5:26:22 PM,0
,Mixed / non conventional,32.00,26.00,33.50,23.00,0.77,0.00,219.383,2383.151,8.32,0,,1/28/2024 5:26:22 PM,0
,Mixed / non conventional,32.00,26.00,23.00,35.00,0.93,0.00,-156.517,2383.151,-14.14,0,,1/28/2024 5:26:22 PM,0
,Mixed / non conventional,32.00,26.00,35.00,21.50,0.97,0.00,128.959,2383.151,17.99,0,,1/28/2024 5:26:22 PM,0
,Mixed / non conventional,32.00,26.00,21.50,36.50,1.03,0.00,-99.559,2383.151,-24.74,0,,1/28/2024 5:26:22 PM,0
,Mixed / non conventional,32.00,26.00,36.50,20.00,1.07,0.00,85.048,2383.151,29.87,0,,1/28/2024 5:26:22 PM,0
,Mixed / non conventional,32.00,26.00,20.00,38.00,1.12,0.00,-71.093,2383.151,-37.70,0,,1/28/2024 5:26:22 PM,0
